Xco,Yco,VertRan,SlopeAvg,SlopeMa25,SlopeMa10,DistMSoil,SoilDMVL,SoilDMWT,CanopyCAvg,CanopyCMax,CanopyCMin,TreeInfLiv,TreeInfAll,BasalArea,CrownI,LitterI,SnowC0423,WatTab100,WatTab90,WatTab50,WatTab10,WatTab0,WatTabRan,WatTabHMi,WatTabLMa,WatTem0527,WatTem0826,WatpH0527,WatpH0826,WatECo0527,WatECo0826,WatO0527,WatO0826,SoilVolWt,SoilLossOI,SoilpHH2O,SoilpHKCl,SoilCEC,SoilBaSat,HumusC,HumusN,HumusP,HumusS,HumusExAc,HumusCa,HumusMg,HumusK,HumusNa,HumusBa,HumusFe,HumusMn,HumusSr,HumusZn,HumusAl,NVas,NMos,NSph,NHep,NCry,NTot,DCA1,DCA2,DCA3,DCA4,SSK1,SSK2,SSK3,SSK4,SSK5,SSK6,SSK7,SSK8,SSK9,SSK10
945.7,2260.8,0.425,0.659,0.577,0.411,0.233,0.505,0.416,0.764,0.536,0.825,0.679,0.390,0.498,0.547,0.225,0.000,0.714,0.781,0.814,0.809,0.592,0.789,0.677,0.720,0.372,0.278,0.256,0.064,0.302,0.490,0.623,0.541,0.396,0.854,0.145,0.149,0.486,0.104,0.959,0.204,0.882,0.410,0.766,0.213,0.455,1.000,0.295,0.246,0.825,0.233,0.332,0.606,0.772,0.433,0.372,0.400,0.190,0.388,0.329,1.50,2.87,1.41,0.89,0,0,0,0,0,0,0,0,0,0
949.2,2221.0,0.214,0.462,0.327,0.145,0.456,0.463,0.405,0.675,0.394,0.767,0.000,0.450,0.430,0.237,0.000,0.781,0.575,0.577,0.531,0.508,0.468,0.689,0.487,0.652,0.444,0.397,0.192,0.162,0.229,0.183,0.608,0.313,0.210,0.702,0.393,0.318,0.782,0.517,0.563,0.373,0.869,0.496,0.540,0.583,0.652,0.607,0.672,0.475,0.462,0.261,0.743,1.000,0.528,0.475,0.000,0.769,0.000,0.247,0.270,1.49,2.10,1.58,0.61,0,0,0,0,0,0,0,0,0,0
940.3,2222.2,0.653,0.697,0.693,0.499,0.803,0.910,0.901,0.872,0.615,0.883,0.546,0.867,0.718,0.465,0.000,0.283,0.548,0.602,0.560,0.553,0.503,0.608,0.562,0.371,0.444,0.416,0.110,0.127,0.406,0.070,0.517,0.446,0.437,0.766,0.198,0.189,0.624,0.361,0.245,0.331,0.900,0.367,0.603,0.447,0.554,0.450,0.529,0.263,0.619,0.135,0.580,0.807,0.413,0.241,0.000,0.649,0.429,0.344,0.175,0.46,2.66,0.79,0.98,0,0,0,0,0,0,0,0,0,0
939.0,2184.0,0.168,0.297,0.213,0.394,0.702,0.927,0.916,0.711,0.615,0.653,0.286,0.363,0.876,0.308,0.420,0.966,0.688,0.730,0.740,0.756,0.696,0.608,0.591,0.936,0.372,0.452,0.027,0.066,0.486,0.493,0.705,0.421,0.023,0.959,0.106,0.037,0.524,0.032,0.200,0.074,0.846,0.136,0.890,0.122,0.437,0.658,0.408,0.074,0.681,0.000,0.221,0.677,0.508,0.241,0.307,0.270,0.648,0.505,0.300,1.16,2.75,1.06,1.50,0,0,0,0,0,0,0,0,0,0
906.3,2188.6,0.680,0.737,0.639,0.637,0.513,0.557,0.509,0.854,0.615,0.825,0.772,0.800,0.757,0.792,0.774,0.509,0.540,0.570,0.536,0.543,0.549,0.537,0.532,0.331,0.322,0.434,0.047,0.056,0.581,0.653,0.637,0.255,0.458,0.915,0.045,0.009,0.406,0.045,0.442,0.317,0.912,0.224,0.812,0.065,0.656,0.764,0.369,0.066,0.649,0.348,0.214,0.604,0.512,0.128,0.550,0.400,0.514,0.636,0.357,1.50,3.49,1.22,1.69,0,0,0,0,0,0,0,0,0,0
906.5,2175.5,0.540,0.619,0.445,0.252,0.756,0.960,0.951,0.693,0.462,0.767,0.723,0.377,0.298,0.705,0.737,0.456,0.814,0.845,0.855,0.871,0.829,0.657,0.775,0.944,0.177,0.523,0.072,0.022,0.592,0.738,0.441,0.056,0.173,1.000,0.094,0.034,0.453,0.043,0.385,0.223,0.836,0.402,0.835,0.109,0.421,0.874,0.584,0.000,0.547,0.293,0.158,0.582,0.390,0.241,0.550,0.400,0.324,0.540,0.329,1.24,3.04,1.01,1.54,0,0,0,0,0,0,0,0,0,0
901.5,2176.2,0.275,0.542,0.300,0.411,0.505,0.624,0.566,0.693,0.615,0.710,0.510,0.575,0.396,0.238,0.000,0.966,0.681,0.731,0.785,0.808,0.749,0.499,0.609,0.985,0.329,0.506,0.113,0.064,0.537,0.621,0.517,0.092,0.317,0.872,0.094,0.069,0.454,0.068,0.488,0.251,0.835,0.033,0.797,0.159,0.461,0.832,0.432,0.218,0.778,0.317,0.286,0.434,0.693,0.293,0.307,0.400,0.000,0.297,0.176,0.76,2.90,1.19,0.83,0,0,0,0,0,0,0,0,0,0
937.7,2138.8,0.625,0.729,0.751,0.376,0.497,0.817,0.800,0.982,0.701,1.000,0.542,0.510,0.464,0.380,0.499,0.697,0.508,0.507,0.493,0.490,0.490,0.556,0.540,0.422,0.394,0.319,0.265,0.195,0.548,0.307,0.441,0.368,0.254,0.744,0.326,0.273,0.699,0.401,0.314,0.282,0.841,0.508,0.598,0.468,0.780,0.630,0.491,0.286,0.569,0.211,0.688,0.783,0.599,0.433,0.494,0.526,0.703,0.693,0.564,1.74,2.51,1.52,1.44,0,0,0,0,0,0,0,0,0,0
925.8,2140.4,0.671,0.699,0.593,0.464,0.448,0.837,0.820,0.908,0.701,0.883,0.698,0.587,0.498,0.699,0.726,0.509,0.533,0.534,0.525,0.550,0.567,0.499,0.520,0.356,0.344,0.359,0.107,0.138,0.457,0.584,0.558,0.110,0.505,0.783,0.118,0.110,0.453,0.168,0.570,0.356,0.892,0.305,0.690,0.243,0.575,0.735,0.391,0.207,0.848,0.210,0.394,0.472,0.598,0.241,0.704,0.526,0.753,0.819,0.588,1.26,3.19,1.37,1.40,0,0,0,0,0,0,0,0,0,0
929.7,2093.4,0.364,0.478,0.213,0.376,0.646,0.826,0.802,1.000,0.793,0.941,0.823,0.656,0.534,0.626,0.612,0.078,0.701,0.721,0.737,0.749,0.691,0.641,0.675,0.925,0.329,0.339,0.203,0.177,0.323,0.398,0.637,0.000,0.222,0.918,0.190,0.127,0.502,0.125,0.499,0.174,0.937,0.140,0.747,0.218,0.635,0.766,0.435,0.049,0.667,0.162,0.384,0.283,0.453,0.388,0.435,0.400,0.514,0.540,0.413,1.53,2.75,1.25,1.00,0,0,0,0,0,0,0,0,0,0
923.3,2094.3,0.529,0.593,0.506,0.217,0.772,0.792,0.765,0.432,0.394,0.540,0.046,0.347,0.363,0.398,0.265,0.932,0.634,0.663,0.687,0.706,0.671,0.537,0.626,0.736,0.279,0.397,0.120,0.074,0.486,0.477,0.410,0.313,0.431,0.859,0.075,0.056,0.425,0.091,0.592,0.352,0.957,0.199,0.756,0.171,0.520,0.724,0.434,0.094,0.749,0.164,0.330,0.482,0.429,0.433,0.603,0.526,0.190,0.574,0.465,1.12,2.74,1.03,0.98,0,0,0,0,0,0,0,0,0,0
926.2,2064.6,0.563,0.547,0.639,0.481,0.133,0.392,0.318,0.147,0.394,0.000,0.000,0.986,0.173,0.029,0.000,0.966,0.539,0.562,0.576,0.601,0.626,0.417,0.548,0.634,0.437,0.278,0.268,0.420,0.338,0.432,0.441,0.284,0.254,0.650,0.326,0.311,0.641,0.223,0.508,0.355,0.003,0.733,0.715,0.368,0.707,0.707,0.600,0.370,0.751,0.321,0.643,0.422,0.819,0.662,0.435,0.526,0.000,0.429,0.516,1.28,1.99,1.41,0.51,0,0,0,0,0,0,0,0,0,0
921.3,2065.3,0.410,0.594,0.352,0.499,0.465,0.479,0.427,0.000,0.000,0.105,0.000,0.001,0.028,0.000,0.000,0.896,0.439,0.457,0.492,0.509,0.547,0.350,0.446,0.693,0.458,0.319,0.174,0.189,0.475,0.335,0.733,0.313,0.099,0.789,0.321,0.222,0.564,0.197,0.378,0.322,0.889,0.567,0.704,0.317,0.652,0.459,0.545,0.327,0.718,0.317,0.522,0.451,0.691,0.186,0.164,0.270,0.000,0.134,0.000,1.05,1.94,1.72,0.39,0,0,0,0,0,0,0,0,0,0
923.6,2060.0,0.294,0.341,0.327,0.036,0.113,0.421,0.333,0.049,0.218,0.000,0.016,0.502,0.085,0.080,0.045,1.000,0.641,0.673,0.696,0.725,0.733,0.439,0.550,0.907,0.387,0.214,0.291,0.315,0.342,0.619,0.410,0.224,0.309,0.630,0.287,0.298,0.491,0.069,0.355,0.410,0.004,0.795,0.822,0.213,0.366,0.537,0.541,0.369,0.636,0.221,0.413,0.476,0.906,0.388,0.164,0.400,0.000,0.193,0.176,1.44,2.27,1.67,0.17,0,0,0,0,0,0,0,0,0,0
